,object,relation,subject
16948,"clear skies, low of 70F, high of 80F",wednesday,downtown chicago
16950,"hail, low of 30F, high of 40F",friday,downtown chicago
16951,"overcast, low of 20F, high of 40F",saturday,downtown chicago
16953,"frost, low of 50F, high of 60F",monday,boston
16954,"warm, low of 60F, high of 70F",tuesday,boston
16955,"drizzle, low of 30F, high of 50F",wednesday,boston
16956,"blizzard, low of 20F, high of 40F",thursday,boston
16958,"cloudy, low of 70F, high of 90F",saturday,boston
16959,"rain, low of 40F, high of 50F",sunday,boston
16961,"clear skies, low of 70F, high of 80F",tuesday,cleveland
16962,"windy, low of 40F, high of 50F",wednesday,cleveland
16964,"cloudy, low of 60F, high of 70F",friday,cleveland
16965,"hail, low of 30F, high of 50F",saturday,cleveland
16968,"misty, low of 80F, high of 90F",tuesday,fresno
16969,"rain, low of 40F, high of 60F",wednesday,fresno
16970,"clear skies, low of 60F, high of 80F",thursday,fresno
16972,"snow, low of 30F, high of 50F",saturday,fresno
16973,"frost, low of 30F, high of 50F",sunday,fresno
16974,"stormy, low of 70F, high of 80F",monday,los angeles
16975,"overcast, low of 80F, high of 90F",tuesday,los angeles
16976,"drizzle, low of 50F, high of 60F",wednesday,los angeles
16979,"dew, low of 50F, high of 60F",saturday,los angeles
16980,"hail, low of 70F, high of 90F",sunday,los angeles
17002,"drizzle, low of 70F, high of 80F",monday,seattle
17003,"drizzle, low of 70F, high of 90F",tuesday,seattle
17005,"snow, low of 40F, high of 60F",thursday,seattle
17006,"warm, low of 50F, high of 70F",friday,seattle
17007,"hot, low of 80F, high of 100F",saturday,seattle
17008,"hot, low of 70F, high of 80F",sunday,seattle
17009,"dry, low of 90F, high of 100F",monday,mountain view
17010,"foggy, low of 40F, high of 50F",tuesday,mountain view
17012,"hot, low of 60F, high of 70F",thursday,mountain view
17013,"overcast, low of 60F, high of 80F",friday,mountain view
17016,"clear skies, low of 60F, high of 70F",monday,manhattan
17018,"cloudy, low of 50F, high of 60F",wednesday,manhattan
17019,"foggy, low of 40F, high of 50F",thursday,manhattan
17020,"raining, low of 80F, high of 90F",friday,manhattan
17021,"raining, low of 40F, high of 60F",saturday,manhattan
17022,"overcast, low of 40F, high of 60F",sunday,manhattan
17023,"dry, low of 50F, high of 70F",monday,redwood city
17025,"humid, low of 90F, high of 100F",wednesday,redwood city
17026,"foggy, low of 40F, high of 50F",thursday,redwood city
17027,"drizzle, low of 30F, high of 40F",friday,redwood city
17028,"snow, low of 30F, high of 50F",saturday,redwood city
17029,"hot, low of 70F, high of 90F",sunday,redwood city
17030,"clear skies, low of 60F, high of 70F",monday,inglewood
17031,"raining, low of 80F, high of 100F",tuesday,inglewood
17032,"clear skies, low of 60F, high of 70F",wednesday,inglewood
17033,"snow, low of 60F, high of 80F",thursday,inglewood
17034,"warm, low of 90F, high of 100F",friday,inglewood
17035,"drizzle, low of 40F, high of 60F",saturday,inglewood
17036,"humid, low of 50F, high of 70F",sunday,inglewood
17037,"blizzard, low of 40F, high of 50F",monday,new york
17039,"foggy, low of 30F, high of 50F",wednesday,new york
17040,"clear skies, low of 50F, high of 70F",thursday,new york
17041,"clear skies, low of 20F, high of 30F",friday,new york
17043,"rain, low of 80F, high of 90F",sunday,new york
17045,"dry, low of 30F, high of 40F",tuesday,oakland
17047,"dry, low of 70F, high of 90F",thursday,oakland
17050,"rain, low of 70F, high of 90F",sunday,oakland
17074,7 miles,distance,jills house
17100,the 9th,date,yoga activity
17105,the 11th,date,meeting
17108,mother,party,yoga activity
17136,"cloudy, low of 50F, high of 70F",monday,menlo park
17137,"clear skies, low of 30F, high of 50F",tuesday,menlo park
17138,"overcast, low of 60F, high of 70F",wednesday,menlo park
17139,"dry, low of 40F, high of 50F",thursday,menlo park
17140,"warm, low of 80F, high of 90F",friday,menlo park
17141,"rain, low of 80F, high of 90F",saturday,menlo park
17142,"drizzle, low of 40F, high of 60F",sunday,menlo park
17143,"foggy, low of 50F, high of 60F",monday,downtown chicago
17144,"dry, low of 80F, high of 90F",tuesday,downtown chicago
17145,"cloudy, low of 40F, high of 60F",wednesday,downtown chicago
17146,"humid, low of 70F, high of 90F",thursday,downtown chicago
17147,"cloudy, low of 60F, high of 70F",friday,downtown chicago
17148,"foggy, low of 70F, high of 80F",saturday,downtown chicago
17150,"dry, low of 90F, high of 100F",monday,boston
17152,"humid, low of 70F, high of 90F",wednesday,boston
17154,"raining, low of 80F, high of 90F",friday,boston
17155,"cloudy, low of 20F, high of 40F",saturday,boston
17157,"clear skies, low of 50F, high of 60F",monday,exeter
17158,"foggy, low of 50F, high of 70F",tuesday,exeter
17160,"snow, low of 50F, high of 60F",thursday,exeter
17162,"blizzard, low of 30F, high of 50F",saturday,exeter
17163,"cloudy, low of 30F, high of 40F",sunday,exeter
17164,"dry, low of 40F, high of 50F",monday,san francisco
17166,"rain, low of 40F, high of 50F",wednesday,san francisco
17167,"windy, low of 30F, high of 50F",thursday,san francisco
17168,"drizzle, low of 30F, high of 40F",friday,san francisco
17169,"cloudy, low of 50F, high of 70F",saturday,san francisco
17170,"hot, low of 70F, high of 90F",sunday,san francisco
17171,"dry, low of 60F, high of 80F",monday,san mateo
17172,"dry, low of 30F, high of 50F",tuesday,san mateo
17174,"raining, low of 50F, high of 70F",thursday,san mateo
17176,"raining, low of 80F, high of 100F",saturday,san mateo
17177,"dry, low of 80F, high of 90F",sunday,san mateo
17178,"foggy, low of 90F, high of 100F",monday,san jose
17181,"dry, low of 60F, high of 80F",thursday,san jose
17183,"drizzle, low of 50F, high of 60F",saturday,san jose
17186,"drizzle, low of 20F, high of 30F",tuesday,menlo park
17188,"raining, low of 30F, high of 50F",thursday,menlo park
17192,"foggy, low of 60F, high of 80F",monday,corona
17193,"stormy, low of 20F, high of 40F",tuesday,corona
17194,"clear skies, low of 50F, high of 60F",wednesday,corona
17195,"humid, low of 60F, high of 80F",thursday,corona
17196,"snow, low of 70F, high of 80F",friday,corona
17197,"drizzle, low of 30F, high of 50F",saturday,corona
17199,"overcast, low of 60F, high of 80F",monday,boston
17202,"foggy, low of 60F, high of 80F",thursday,boston
17203,"blizzard, low of 40F, high of 60F",friday,boston
17205,"windy, low of 70F, high of 90F",sunday,boston
17207,"stormy, low of 70F, high of 80F",tuesday,san francisco
17209,"dry, low of 40F, high of 50F",thursday,san francisco
17210,"dry, low of 70F, high of 80F",friday,san francisco
17211,"stormy, low of 20F, high of 40F",saturday,san francisco
17212,"windy, low of 40F, high of 60F",sunday,san francisco
17214,"blizzard, low of 30F, high of 40F",tuesday,redwood city
17215,"dew, low of 60F, high of 70F",wednesday,redwood city
17216,"frost, low of 40F, high of 50F",thursday,redwood city
17217,"warm, low of 60F, high of 80F",friday,redwood city
17219,"humid, low of 90F, high of 100F",sunday,redwood city
17220,"dry, low of 50F, high of 60F",monday,brentwood
17221,"raining, low of 70F, high of 90F",tuesday,brentwood
17222,"dew, low of 30F, high of 50F",wednesday,brentwood
17223,"dew, low of 20F, high of 40F",thursday,brentwood
17224,"dry, low of 80F, high of 100F",friday,brentwood
17225,"humid, low of 60F, high of 70F",saturday,brentwood
17226,"cloudy, low of 50F, high of 70F",sunday,brentwood
17227,"humid, low of 70F, high of 90F",monday,exeter
17228,"drizzle, low of 80F, high of 100F",tuesday,exeter
17229,"windy, low of 90F, high of 100F",wednesday,exeter
17230,"dry, low of 60F, high of 80F",thursday,exeter
17231,"snow, low of 90F, high of 100F",friday,exeter
17232,"foggy, low of 50F, high of 60F",saturday,exeter
17233,"stormy, low of 40F, high of 60F",sunday,exeter
17259,road block nearby,traffic_info,Hotel Keen
17278,7 miles,distance,Sigona Farmers Market
17282,"frost, low of 40F, high of 60F",monday,durham
17283,"clear skies, low of 40F, high of 60F",tuesday,durham
17284,"snow, low of 60F, high of 80F",wednesday,durham
17285,"stormy, low of 50F, high of 70F",thursday,durham
17286,"dry, low of 30F, high of 50F",friday,durham
17289,"rain, low of 30F, high of 40F",monday,corona
17290,"overcast, low of 20F, high of 40F",tuesday,corona
17291,"dry, low of 50F, high of 70F",wednesday,corona
17292,"snow, low of 30F, high of 50F",thursday,corona
17294,"stormy, low of 20F, high of 40F",saturday,corona
17295,"rain, low of 60F, high of 80F",sunday,corona
17296,"hail, low of 50F, high of 70F",monday,atherton
17297,"raining, low of 50F, high of 70F",tuesday,atherton
17298,"raining, low of 30F, high of 50F",wednesday,atherton
17299,"hot, low of 50F, high of 70F",thursday,atherton
17300,"dry, low of 20F, high of 30F",friday,atherton
17302,"hail, low of 50F, high of 60F",sunday,atherton
17304,"stormy, low of 30F, high of 50F",tuesday,compton
17305,"foggy, low of 30F, high of 50F",wednesday,compton
17307,"windy, low of 50F, high of 60F",friday,compton
17308,"raining, low of 90F, high of 100F",saturday,compton
17310,"cloudy, low of 90F, high of 100F",monday,carson
17311,"stormy, low of 50F, high of 70F",tuesday,carson
17312,"snow, low of 40F, high of 60F",wednesday,carson
17313,"overcast, low of 50F, high of 60F",thursday,carson
17315,"rain, low of 80F, high of 100F",saturday,carson
17316,"drizzle, low of 80F, high of 90F",sunday,carson
17317,"rain, low of 20F, high of 30F",monday,grand rapids
17318,"blizzard, low of 30F, high of 50F",tuesday,grand rapids
17320,"warm, low of 50F, high of 70F",thursday,grand rapids
17321,"blizzard, low of 40F, high of 60F",friday,grand rapids
17322,"drizzle, low of 60F, high of 80F",saturday,grand rapids
17323,"drizzle, low of 20F, high of 30F",sunday,grand rapids
17324,"overcast, low of 80F, high of 90F",monday,danville
17325,"windy, low of 30F, high of 50F",tuesday,danville
17326,"overcast, low of 30F, high of 50F",wednesday,danville
17327,"clear skies, low of 50F, high of 60F",thursday,danville
17328,"drizzle, low of 30F, high of 40F",friday,danville
17330,"foggy, low of 30F, high of 50F",sunday,danville
17331,"humid, low of 70F, high of 90F",monday,new york
17332,"clear skies, low of 50F, high of 70F",tuesday,new york
17333,"foggy, low of 60F, high of 70F",wednesday,new york
17335,"frost, low of 30F, high of 40F",friday,new york
17336,"drizzle, low of 50F, high of 70F",saturday,new york
17337,"windy, low of 70F, high of 90F",sunday,new york
17338,"clear skies, low of 40F, high of 60F",monday,san jose
17339,"cloudy, low of 70F, high of 90F",tuesday,san jose
17340,"overcast, low of 70F, high of 90F",wednesday,san jose
17341,"drizzle, low of 30F, high of 50F",thursday,san jose
17342,"cloudy, low of 50F, high of 70F",friday,san jose
17343,"dry, low of 20F, high of 40F",saturday,san jose
17344,"dry, low of 80F, high of 90F",sunday,san jose
17345,"hot, low of 50F, high of 70F",monday,downtown chicago
17346,"warm, low of 60F, high of 80F",tuesday,downtown chicago
17347,"frost, low of 20F, high of 40F",wednesday,downtown chicago
17349,"humid, low of 60F, high of 80F",friday,downtown chicago
17350,"drizzle, low of 60F, high of 80F",saturday,downtown chicago
17351,"humid, low of 60F, high of 70F",sunday,downtown chicago
17352,"foggy, low of 20F, high of 40F",monday,fresno
17353,"dry, low of 90F, high of 100F",tuesday,fresno
17355,"drizzle, low of 30F, high of 40F",thursday,fresno
17357,"snow, low of 70F, high of 90F",saturday,fresno
17359,"drizzle, low of 80F, high of 90F",monday,cleveland
17360,"hot, low of 80F, high of 100F",tuesday,cleveland
17361,"raining, low of 30F, high of 40F",wednesday,cleveland
17362,"overcast, low of 30F, high of 50F",thursday,cleveland
17363,"snow, low of 70F, high of 80F",friday,cleveland
17365,"cloudy, low of 80F, high of 90F",sunday,cleveland
17366,"windy, low of 20F, high of 30F",monday,exeter
17368,"cloudy, low of 60F, high of 80F",wednesday,exeter
17369,"raining, low of 70F, high of 90F",thursday,exeter
17370,"dry, low of 20F, high of 40F",friday,exeter
17373,"frost, low of 20F, high of 30F",monday,seattle
17374,"foggy, low of 30F, high of 50F",tuesday,seattle
17375,"frost, low of 40F, high of 60F",wednesday,seattle
17376,"drizzle, low of 80F, high of 100F",thursday,seattle
17377,"foggy, low of 80F, high of 100F",friday,seattle
17378,"raining, low of 60F, high of 80F",saturday,seattle
17379,"foggy, low of 50F, high of 60F",sunday,seattle
17381,"clear skies, low of 30F, high of 40F",tuesday,boston
17382,"overcast, low of 90F, high of 100F",wednesday,boston
17383,"windy, low of 40F, high of 60F",thursday,boston
17386,"clear skies, low of 40F, high of 60F",sunday,boston
17387,"snow, low of 60F, high of 70F",monday,inglewood
17388,"clear skies, low of 70F, high of 80F",tuesday,inglewood
17389,"clear skies, low of 80F, high of 90F",wednesday,inglewood
17390,"overcast, low of 70F, high of 90F",thursday,inglewood
17391,"snow, low of 40F, high of 60F",friday,inglewood
17392,"rain, low of 80F, high of 100F",saturday,inglewood
17394,"warm, low of 70F, high of 90F",monday,los angeles
17396,"cloudy, low of 40F, high of 60F",wednesday,los angeles
17397,"rain, low of 40F, high of 60F",thursday,los angeles
17398,"foggy, low of 80F, high of 100F",friday,los angeles
17401,"warm, low of 30F, high of 40F",monday,downtown chicago
17402,"clear skies, low of 90F, high of 100F",tuesday,downtown chicago
17404,"clear skies, low of 80F, high of 90F",thursday,downtown chicago
17405,"windy, low of 80F, high of 90F",friday,downtown chicago
17406,"hot, low of 60F, high of 70F",saturday,downtown chicago
17409,"warm, low of 90F, high of 100F",tuesday,mountain view
17410,"rain, low of 60F, high of 80F",wednesday,mountain view
17411,"foggy, low of 90F, high of 100F",thursday,mountain view
17412,"hot, low of 60F, high of 70F",friday,mountain view
17414,"snow, low of 90F, high of 100F",sunday,mountain view
17416,"snow, low of 70F, high of 80F",tuesday,redwood city
17417,"warm, low of 40F, high of 60F",wednesday,redwood city
17419,"cloudy, low of 60F, high of 80F",friday,redwood city
17420,"overcast, low of 90F, high of 100F",saturday,redwood city
17424,"foggy, low of 30F, high of 40F",wednesday,san jose
17426,"overcast, low of 80F, high of 90F",friday,san jose
17427,"foggy, low of 80F, high of 100F",saturday,san jose
17428,"rain, low of 60F, high of 70F",sunday,san jose
17443,the 12th,date,swimming activity
17448,the 6th,date,meeting
17464,9am,time,lab appointment
17469,"dry, low of 20F, high of 40F",monday,new york
17470,"clear skies, low of 80F, high of 90F",tuesday,new york
17472,"raining, low of 30F, high of 40F",thursday,new york
17474,"hot, low of 80F, high of 90F",saturday,new york
17475,"windy, low of 70F, high of 80F",sunday,new york
17476,"overcast, low of 40F, high of 60F",monday,manhattan
17477,"blizzard, low of 20F, high of 30F",tuesday,manhattan
17479,"foggy, low of 50F, high of 70F",thursday,manhattan
17480,"windy, low of 20F, high of 30F",friday,manhattan
17481,"snow, low of 20F, high of 40F",saturday,manhattan
17482,"rain, low of 70F, high of 90F",sunday,manhattan
17483,"raining, low of 30F, high of 40F",monday,san francisco
17484,"clear skies, low of 90F, high of 100F",tuesday,san francisco
17485,"blizzard, low of 30F, high of 50F",wednesday,san francisco
17486,"foggy, low of 60F, high of 70F",thursday,san francisco
17487,"overcast, low of 30F, high of 50F",friday,san francisco
17488,"hot, low of 60F, high of 80F",saturday,san francisco
17490,"drizzle, low of 80F, high of 90F",monday,san mateo
17491,"snow, low of 60F, high of 80F",tuesday,san mateo
17492,"overcast, low of 40F, high of 60F",wednesday,san mateo
17493,"dry, low of 70F, high of 80F",thursday,san mateo
17494,"blizzard, low of 30F, high of 50F",friday,san mateo
17497,"dry, low of 60F, high of 80F",monday,compton
17498,"overcast, low of 20F, high of 40F",tuesday,compton
17499,"windy, low of 80F, high of 100F",wednesday,compton
17500,"hot, low of 60F, high of 70F",thursday,compton
17501,"foggy, low of 80F, high of 100F",friday,compton
17502,"cloudy, low of 70F, high of 90F",saturday,compton
17503,"foggy, low of 60F, high of 70F",sunday,compton
17504,"hot, low of 60F, high of 80F",monday,downtown chicago
